"geometry","cell_id","field","x","y","grid","farmer","year","prev_year","pro","prev_pro","aa_n","prev_aa_n","aspect_rad","slope","elev","tpi","prec_cy_d","prec_py_d","gdd_cy_d","gdd_py_d","prec_cy_g","prec_py_g","gdd_cy_g","gdd_py_g","ndvi_cy_s","ndvi_py_s","ndvi_2py_s","ndvi_cy_l","ndvi_py_l","ndvi_2py_l","ndre_cy","ndre_py","ndre_2py","cire_cy","cire_py","cire_2py","ssm_cy","ssm_py","susm_cy","susm_py","musym"
"0101000020E61000000915932741A35BC0603B65C57BF24740","175_55","henrys","533572.724044735","5304661.20440146","grid","wood","2018","2016",NULL,NULL,"0","87.5881","4.21817","1","854.686","0.506491","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0162341","0.721545",NULL,"0.128875","0.83136","0.363377","0.000975818","-0.0416034",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000B38276F63EA35BC0CB5701C17BF24740","175_56","henrys","533582.724044735","5304661.20440146","grid","wood","2018","2016",NULL,NULL,"0","87.5881","4.02827","0.0535236","854.804","0.515294","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0154825","0.719277",NULL,"0.134343","0.832599","0.365495","-0.000505659","-0.0442317",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000006AF159C53CA35BC0871E9DBC7BF24740","175_57","henrys","533592.724044735","5304661.20440146","grid","wood","2018","2016",NULL,NULL,"0","92.1674","4.60873","0","854.806","0.457743","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0171001","0.668445",NULL,"0.134343","0.832599","0.365495","-0.000731018","-0.0447503",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000002C613D943AA35BC0958F38B87BF24740","175_58","henrys","533602.724044735","5304661.20440146","grid","wood","2018","2016",NULL,NULL,"0","85.3093","5.29658","0.0545765","854.958","0.49669","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0131021","0.625744",NULL,"0.204214","0.774078","0.409935","-0.000731018","-0.0447503",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000FAD1206338A35BC0F4AAD3B37BF24740","175_59","henrys","533612.724044735","5304661.20440146","grid","wood","2018","2016",NULL,NULL,"0","85.3093","5.85108","0","854.983","0.471577","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0124355","0.648604",NULL,"0.204214","0.774078","0.409935","-0.0013809","-0.046281",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000005D4A898645A35BC058C3E6C07EF24740","176_53","henrys","533552.724044735","5304671.20440146","grid","wood","2018","2016",NULL,NULL,"0","88.5919","4.24451","1.15531","854.453","0.633131","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0129717","0.684572",NULL,"0.100179","0.761972","0.341636","0.00537825","-0.051856",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000003F766C5543A35BC0378A83BC7EF24740","176_54","henrys","533562.724044735","5304671.20440146","grid","wood","2018","2016",NULL,NULL,"0","87.7974","4.04718","0.772365","854.638","0.508186","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0051618","0.732076",NULL,"0.156056","0.827663","0.380082","0.00537825","-0.051856",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000002CA34F2441A35BC069FB1FB87EF24740","176_55","henrys","533572.724044735","5304671.20440146","grid","wood","2018","2016",NULL,NULL,"0","89.8674","4.20249","0.759759","854.7","0.511186","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0147803","0.713237",NULL,"0.156056","0.827663","0.380082","0.00124431","-0.0433074",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000D3146B3E41A35BC035E5492267F24740","168_55","henrys","533572.724044735","5304591.20440146","grid","wood","2018","2016",NULL,NULL,"0","86.02","4.72392","1","854.97","0.554861","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0123946","0.639769",NULL,"0.0805474","0.79519","0.353232","0.000657388","-0.0428168",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000005F40500D3FA35BC0F007E61D67F24740","168_56","henrys","533582.724044735","5304591.20440146","grid","wood","2018","2016",NULL,NULL,"0","84.3681","5.65257","0","855.036","0.49215","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0105188","0.637554",NULL,"0.0839589","0.794538","0.355271","-0.000322212","-0.0433329",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000F46C35DC3CA35BC0FCD4811967F24740","168_57","henrys","533592.724044735","5304591.20440146","grid","wood","2018","2016",NULL,NULL,"0","84.3681","5.0211","0.946125","855.052","0.451126","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0103526","0.647437",NULL,"0.0839589","0.794538","0.355271","2.71778e-05","-0.0431005",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000969A1AAB3AA35BC05E4C1D1567F24740","168_58","henrys","533602.724044735","5304591.20440146","grid","wood","2018","2016",NULL,NULL,"0","86.5844","4.96027","0.770216","855.269","0.557151","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00907435","0.658029",NULL,"0.133068","0.794258","0.433274","2.71778e-05","-0.0431005",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000C86DC2C83EA35BC03F843707A5F24740","189_56","henrys","533582.724044735","5304801.20440146","grid","wood","2018","2016",NULL,NULL,"0","84.64","4.58411","8.1575","853.189","0.196276","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.054187","0.590963",NULL,"0.134518","0.749626","0.327393","-0.00256895","-0.0277166",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","15F"
"0101000020E610000098AD7EC53EA35BC06438F2F9A7F24740","190_56","henrys","533582.724044735","5304811.20440146","grid","wood","2018","2016",NULL,NULL,"0","86.4381","4.22161","6.92177","853.982","1.04149","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.069759","0.607792",NULL,"0.134518","0.749626","0.327393","-0.00205391","-0.0405682",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","15F"
"0101000020E6100000B460A2973CA35BC0583ED302A5F24740","189_57","henrys","533592.724044735","5304801.20440146","grid","wood","2018","2016",NULL,NULL,"0","84.64","4.528","5.43881","853.879","0.376029","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0824693","0.69677",NULL,"0.134518","0.749626","0.327393","-0.00182156","-0.0304078",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000AB5482663AA35BC0C2A26EFEA4F24740","189_58","henrys","533602.724044735","5304801.20440146","grid","wood","2018","2016",NULL,NULL,"0","87.124","4.99845","1.84775","854.701","0.70616","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0947759","0.750276",NULL,"0.223175","0.829262","0.430135","-0.00182156","-0.0304078",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000AF49623538A35BC07FB109FAA4F24740","189_59","henrys","533612.724044735","5304801.20440146","grid","wood","2018","2016",NULL,NULL,"0","87.124","5.97998","0.319643","854.795","0.702001","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0900452","0.752371",NULL,"0.223175","0.829262","0.430135","0.00158714","-0.0458502",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000D0605E943CA35BC097F18DF5A7F24740","190_57","henrys","533592.724044735","5304811.20440146","grid","wood","2018","2016",NULL,NULL,"0","86.4381","3.58706","2.52536","854.405","0.899447","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0667401","0.695943",NULL,"0.134518","0.749626","0.327393","-0.00153549","-0.0412295",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000F261E8833AA35BC05C3ADE758AF24740","180_58","henrys","533602.724044735","5304711.20440146","grid","wood","2018","2016",NULL,NULL,"0","88.09","5.21782","0.280379","854.935","0.569746","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0114336","0.595388",NULL,"0.185307","0.780074","0.453184","0.000636223","-0.0412489",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000004294CA5238A35BC0395179718AF24740","180_59","henrys","533612.724044735","5304711.20440146","grid","wood","2018","2016",NULL,NULL,"0","88.09","2.50354","0.0131187","854.943","0.536282","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0105294","0.619715",NULL,"0.185307","0.780074","0.453184","0.000260524","-0.0397922",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000C26B1C4543A35BC01D43297A8DF24740","181_54","henrys","533562.724044735","5304721.20440146","grid","wood","2018","2016",NULL,NULL,"0","85.1","4.5391","0.0125135","854.671","0.489827","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0554771","0.657117",NULL,"0.178508","0.802994","0.376281","-0.00151304","-0.0493468",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000315AFE1341A35BC0CCAFC5758DF24740","181_55","henrys","533572.724044735","5304721.20440146","grid","wood","2018","2016",NULL,NULL,"0","85.1","4.96795","0","854.702","0.528269","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0636844","0.663845",NULL,"0.178508","0.802994","0.376281","-0.00113527","-0.0303902",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000AC49E0E23EA35BC0CDC661718DF24740","181_56","henrys","533582.724044735","5304721.20440146","grid","wood","2018","2016",NULL,NULL,"0","95.0526","4.61298","0.0127646","854.726","0.522197","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.062698","0.666032",NULL,"0.185419","0.811749","0.382367","0.000695176","-0.0415483",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000313AC2B13CA35BC01F88FD6C8DF24740","181_57","henrys","533592.724044735","5304721.20440146","grid","wood","2018","2016",NULL,NULL,"0","95.0526","5.4217","0","854.73","0.487983","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0221208","0.634365",NULL,"0.185419","0.811749","0.382367","0.000636223","-0.0412489",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000006A5B231B36A35BC0CF80895290F24740","182_60","henrys","533622.724044735","5304731.20440146","grid","wood","2018","2016",NULL,NULL,"0","44.2437","5.12743","0","854.893","0.500554","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.00683001","0.597901",NULL,"0.189505","0.71066","0.619884","0.000910154","-0.0385159",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000006B1005EA33A35BC080EA234E90F24740","182_61","henrys","533632.724044735","5304731.20440146","grid","wood","2018","2016",NULL,NULL,"0","44.2437","3.70106","0","854.94","0.53628","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00640021","0.512838",NULL,"0.189505","0.71066","0.619884","0.000779715","-0.0386803",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000937DC8872FA35BC0D7BC574590F24740","182_63","henrys","533652.724044735","5304731.20440146","grid","wood","2018","2016",NULL,NULL,"0","43.7837","1.39541","0","854.924","0.546943","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0134581","0.491",NULL,"0.18599","0.70113","0.637926","9.30163e-05","-0.0396776",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E610000028A96DF428A35BC0BDF5223890F24740","182_66","henrys","533682.724044735","5304731.20440146","grid","wood","2018","2016",NULL,NULL,"0","86.1037","0.56986","0","854.724","0.519152","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0170701","0.472692",NULL,"0.0767379","0.666299","0.662497","0.000664516","-0.040302",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000678FA1B531A35BC0BCB2783C93F24740","183_62","henrys","533642.724044735","5304741.20440146","grid","wood","2018","2016",NULL,NULL,"0","43.7837","0.301761","0","854.853","0.475212","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00106458","0.538302",NULL,"0.18599","0.70113","0.637926","0.000779715","-0.0386803",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000CD0683842FA35BC02870123893F24740","183_63","henrys","533652.724044735","5304741.20440146","grid","wood","2018","2016",NULL,NULL,"0","43.7837","4.45448","0","854.858","0.498309","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00935623","0.530147",NULL,"0.18599","0.70113","0.637926","9.30163e-05","-0.0396776",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000AB2116082BA35BC0CA591AC5AAF24740","191_65","henrys","533672.724044735","5304821.20440146","grid","wood","2018","2016",NULL,NULL,"92","18.2956","0.847517","0.279414","854.437","0.464405","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.000199837","0.572064",NULL,"0.247958","0.669686","0.66801","0.00110131","-0.0418864",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000A1647C3C2DA35BC0D6A2C6D6A7F24740","190_64","henrys","533662.724044735","5304811.20440146","grid","wood","2018","2016",NULL,NULL,"86.4","17.0407","1.05702","0.942265","854.575","0.524129","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0397108","0.572396",NULL,"0.249744","0.690241","0.694126","0.00142088","-0.0432374",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000006F22C23F2DA35BC0E9F50BE4A4F24740","189_64","henrys","533662.724044735","5304801.20440146","grid","wood","2018","2016",NULL,"10.7","86.4","17.0407","1.26391","0.986393","854.591","0.496187","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0112214","0.569243",NULL,"0.249744","0.690241","0.694126","0.000646474","-0.0424566",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000DCDC3BDA28A35BC09D64F8CDA7F24740","190_66","henrys","533682.724044735","5304811.20440146","grid","wood","2018","2016",NULL,"12.24","0","66.7823","0.59801","0","854.43","0.491029","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.00137801","0.573431",NULL,"0.243574","0.695311","0.703697","0.00110131","-0.0418864",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E610000064CB54E728A35BC073B30D039CF24740","186_66","henrys","533682.724044735","5304771.20440146","grid","wood","2018","2016","11.23",NULL,"0","82.0893","1.253","0.0448712","854.583","0.478282","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0097347","0.531217",NULL,"0.174116","0.694744","0.696011","-0.000954169","-0.0407268",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000008129CC632FA35BC033465DB3B0F24740","193_63","henrys","533652.724044735","5304841.20440146","grid","wood","2018","2016",NULL,NULL,"0","43.0252","1.85836","0.0436719","854.446","0.46879","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0210281","0.494307",NULL,"0.239023","0.677579","0.63267","-0.000219094","-0.0436349",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000004E5FAFD328A35BC07DB86DB3ADF24740","192_66","henrys","533682.724044735","5304831.20440146","grid","wood","2018","2016","11.37",NULL,"0","44.1053","0.620538","0","854.343","0.461456","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0100211","0.568263",NULL,"0.252974","0.659993","0.691596","-0.000179995","-0.0433141",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000003128E2702FA35BC0989372E8A4F24740","189_63","henrys","533652.724044735","5304801.20440146","grid","wood","2018","2016",NULL,"10.07","0","43.0252","0.602679","0.235678","854.714","0.564906","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0137502","0.543097",NULL,"0.247398","0.691044","0.671391","-0.00158096","-0.0393372",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000673898CC33A35BC0672CB4D6AAF24740","191_61","henrys","533632.724044735","5304821.20440146","grid","wood","2018","2016",NULL,"10.66","0","77.1544","0.77568","0","854.543","0.451362","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0162598","0.536657",NULL,"0.236923","0.691621","0.614799","-0.00116359","-0.044217",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000C5C7A87A2DA35BC03247EBD26FF24740","171_64","henrys","533662.724044735","5304621.20440146","grid","wood","2018","2016",NULL,NULL,"89.67","29.8282","1.53911","0.942616","855.054","0.546301","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0103947","0.534867",NULL,"0.255551","0.625612","0.620088","5.91796e-06","-0.0415448",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000004D6701432BA35BC09AD7F9B375F24740","173_65","henrys","533672.724044735","5304641.20440146","grid","wood","2018","2016",NULL,NULL,"65.72","43.4502","1.39234","0.772722","854.803","0.467057","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0130018","0.541585",NULL,"0.266361","0.636173","0.620199","-0.00199328","-0.0421528",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000EF9D2F392BA35BC0F2FE298C7EF24740","176_65","henrys","533672.724044735","5304671.20440146","grid","wood","2018","2016",NULL,"11.74","73.47","36.4237","1.77308","1","854.787","0.461846","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.00169682","0.556427",NULL,"0.218706","0.636509","0.61997","0.000777078","-0.038592",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E610000091A0AFD326A35BC016E3157681F24740","177_67","henrys","533692.724044735","5304681.20440146","grid","wood","2018","2016","12.05","10.4","86.79","44.7405","1.84378","0","854.713","0.501645","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0100008","0.427186",NULL,"0.210443","0.627732","0.65648","0.000752546","-0.0388294",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000000CAEE9352BA35BC028B5E47E81F24740","177_65","henrys","533672.724044735","5304681.20440146","grid","wood","2018","2016",NULL,NULL,"84.43","31.05","1.40628","0.774045","854.806","0.491078","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0124075","0.550132",NULL,"0.218706","0.636509","0.61997","0.000777078","-0.038592",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000D8527B602DA35BC08C09C16887F24740","179_64","henrys","533662.724044735","5304701.20440146","grid","wood","2018","2016",NULL,NULL,"92.38","29.4046","1.35666","0.774622","854.79","0.449376","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0161183","0.463966",NULL,"0.103895","0.636125","0.614366","0.000942363","-0.0448044",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000003D3069D026A35BC0B596D06884F24740","178_67","henrys","533692.724044735","5304691.20440146","grid","wood","2018","2016",NULL,NULL,"91.75","44.7405","2.22982","0","854.739","0.522968","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00804008","0.425566",NULL,"0.210443","0.627732","0.65648","0.000455324","-0.0422031",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E610000027BD09AF2FA35BC0E21797E46CF24740","170_63","henrys","533652.724044735","5304611.20440146","grid","wood","2018","2016",NULL,"10.32","0","42.2363","1.55852","0.757653","855.126","0.528966","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0112913","0.553953",NULL,"0.252506","0.693531","0.612395","-0.00200804","-0.039835",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000D9DDB71B29A35BC0587162D76CF24740","170_66","henrys","533682.724044735","5304611.20440146","grid","wood","2018","2016",NULL,NULL,"0","29.8282","1.47643","0.0141621","854.829","0.55202","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0103895","0.488559",NULL,"0.244576","0.611368","0.641679","-0.000173471","-0.0411608",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000AF0925E031A35BC0B54EFDE86CF24740","170_62","henrys","533642.724044735","5304611.20440146","grid","wood","2018","2016",NULL,NULL,"0","42.2363","1.15716","0.943669","855.254","0.528709","121","481","38","2111.75","135.723","494.523","116.58","2177.18","0.0211847","0.553705",NULL,"0.252506","0.693531","0.612395","0.0016651","-0.0415181",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000C4FA163F36A35BC0C07A83E46FF24740","171_60","henrys","533622.724044735","5304621.20440146","grid","wood","2018","2016",NULL,NULL,"0","44.3615","4.69254","0.0556294","855.305","0.567961","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00779956","0.627319",NULL,"0.248657","0.701341","0.595481","0.00238285","-0.0418723",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E6100000726CFB0D34A35BC060EE1DE06FF24740","171_61","henrys","533632.724044735","5304621.20440146","grid","wood","2018","2016",NULL,NULL,"0","44.3615","1.61234","0.228449","855.326","0.597008","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.00851976","0.554167",NULL,"0.248657","0.701341","0.595481","0.0016651","-0.0415181",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E610000006FC8EF033A35BC0E77DAE688AF24740","180_61","henrys","533632.724044735","5304711.20440146","grid","wood","2018","2016",NULL,"9.88","0","42.7225","0.30961","0","854.962","0.508514","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0157571","0.482432",NULL,"0.154053","0.652402","0.576712","0.000225678","-0.04109",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
"0101000020E61000005806B98C0EA35BC0D6D10699A7F24740","190_78","henrys","533802.724044735","5304811.20440146","grid","wood","2018","2016",NULL,"11.53","88.84","41.5463","0","0","854.341","0.533062","121","481","38","2111.75","135.723","494.523","116.58","2177.18","-0.0106952","0.60846",NULL,"0.0616239","0.70932","0.557853","0.000551172","-0.0391778",NULL,NULL,NULL,NULL,"9.83737","7.66055","67.195","51.405","38B"
